"plot_cn","tree_cn","tree","beetles_neigh"
"I.1.1","I.1.1.1.1",1.1,NA
"I.1.1","I.1.1.1.2",1.2,NA
"I.1.1","I.1.1.1.3",1.3,NA
"I.1.1","I.1.1.1.4",1.4,NA
"I.1.1","I.1.1.1.5",1.5,NA
"I.1.1","I.1.1.1.6",1.6,NA
"I.1.1","I.1.1.1.7",1.7,NA
"I.1.1","I.1.1.2.1",2.1,NA
"I.1.1","I.1.1.2.2",2.2,0
"I.1.1","I.1.1.2.3",2.3,0
"I.1.1","I.1.1.2.4",2.4,0
"I.1.1","I.1.1.2.5",2.5,0
"I.1.1","I.1.1.2.6",2.6,0
"I.1.1","I.1.1.2.7",2.7,NA
"I.1.1","I.1.1.3.1",3.1,NA
"I.1.1","I.1.1.3.2",3.2,0
"I.1.1","I.1.1.3.3",3.3,0
"I.1.1","I.1.1.3.4",3.4,0
"I.1.1","I.1.1.3.5",3.5,0
"I.1.1","I.1.1.3.6",3.6,0
"I.1.1","I.1.1.3.7",3.7,NA
"I.1.1","I.1.1.4.1",4.1,NA
"I.1.1","I.1.1.4.2",4.2,0
"I.1.1","I.1.1.4.3",4.3,0
"I.1.1","I.1.1.4.4",4.4,0
"I.1.1","I.1.1.4.5",4.5,0
"I.1.1","I.1.1.4.6",4.6,0
"I.1.1","I.1.1.4.7",4.7,NA
"I.1.1","I.1.1.5.1",5.1,NA
"I.1.1","I.1.1.5.2",5.2,0
"I.1.1","I.1.1.5.3",5.3,0
"I.1.1","I.1.1.5.4",5.4,0
"I.1.1","I.1.1.5.5",5.5,0
"I.1.1","I.1.1.5.6",5.6,0
"I.1.1","I.1.1.5.7",5.7,NA
"I.1.1","I.1.1.6.1",6.1,NA
"I.1.1","I.1.1.6.2",6.2,0
"I.1.1","I.1.1.6.3",6.3,0
"I.1.1","I.1.1.6.4",6.4,0
"I.1.1","I.1.1.6.5",6.5,0
"I.1.1","I.1.1.6.6",6.6,0
"I.1.1","I.1.1.6.7",6.7,NA
"I.1.1","I.1.1.7.1",7.1,NA
"I.1.1","I.1.1.7.2",7.2,NA
"I.1.1","I.1.1.7.3",7.3,NA
"I.1.1","I.1.1.7.4",7.4,NA
"I.1.1","I.1.1.7.5",7.5,NA
"I.1.1","I.1.1.7.6",7.6,NA
"I.1.1","I.1.1.7.7",7.7,NA
"I.1.10","I.1.10.1.1",1.1,NA
"I.1.10","I.1.10.1.2",1.2,NA
"I.1.10","I.1.10.1.3",1.3,NA
"I.1.10","I.1.10.1.4",1.4,NA
"I.1.10","I.1.10.1.5",1.5,NA
"I.1.10","I.1.10.1.6",1.6,NA
"I.1.10","I.1.10.1.7",1.7,NA
"I.1.10","I.1.10.2.1",2.1,NA
"I.1.10","I.1.10.2.2",2.2,0
"I.1.10","I.1.10.2.3",2.3,0
"I.1.10","I.1.10.2.4",2.4,0
"I.1.10","I.1.10.2.5",2.5,0
"I.1.10","I.1.10.2.6",2.6,0
"I.1.10","I.1.10.2.7",2.7,NA
"I.1.10","I.1.10.3.1",3.1,NA
"I.1.10","I.1.10.3.2",3.2,0
"I.1.10","I.1.10.3.3",3.3,0
"I.1.10","I.1.10.3.4",3.4,0
"I.1.10","I.1.10.3.5",3.5,0
"I.1.10","I.1.10.3.6",3.6,0
"I.1.10","I.1.10.3.7",3.7,NA
"I.1.10","I.1.10.4.1",4.1,NA
"I.1.10","I.1.10.4.2",4.2,0
"I.1.10","I.1.10.4.3",4.3,0
"I.1.10","I.1.10.4.4",4.4,0
"I.1.10","I.1.10.4.5",4.5,0
"I.1.10","I.1.10.4.6",4.6,0
"I.1.10","I.1.10.4.7",4.7,NA
"I.1.10","I.1.10.5.1",5.1,NA
"I.1.10","I.1.10.5.2",5.2,0
"I.1.10","I.1.10.5.3",5.3,0
"I.1.10","I.1.10.5.4",5.4,0
"I.1.10","I.1.10.5.5",5.5,0
"I.1.10","I.1.10.5.6",5.6,0
"I.1.10","I.1.10.5.7",5.7,NA
"I.1.10","I.1.10.6.1",6.1,NA
"I.1.10","I.1.10.6.2",6.2,0
"I.1.10","I.1.10.6.3",6.3,0
"I.1.10","I.1.10.6.4",6.4,0
"I.1.10","I.1.10.6.5",6.5,0
"I.1.10","I.1.10.6.6",6.6,0
"I.1.10","I.1.10.6.7",6.7,NA
"I.1.10","I.1.10.7.1",7.1,NA
"I.1.10","I.1.10.7.2",7.2,NA
"I.1.10","I.1.10.7.3",7.3,NA
"I.1.10","I.1.10.7.4",7.4,NA
"I.1.10","I.1.10.7.5",7.5,NA
"I.1.10","I.1.10.7.6",7.6,NA
"I.1.10","I.1.10.7.7",7.7,NA
"I.1.100","I.1.100.1.1",1.1,NA
"I.1.100","I.1.100.1.2",1.2,NA
"I.1.100","I.1.100.1.3",1.3,NA
"I.1.100","I.1.100.1.4",1.4,NA
"I.1.100","I.1.100.1.5",1.5,NA
"I.1.100","I.1.100.1.6",1.6,NA
"I.1.100","I.1.100.1.7",1.7,NA
"I.1.100","I.1.100.2.1",2.1,NA
"I.1.100","I.1.100.2.2",2.2,0
"I.1.100","I.1.100.2.3",2.3,0
"I.1.100","I.1.100.2.4",2.4,0
"I.1.100","I.1.100.2.5",2.5,0
"I.1.100","I.1.100.2.6",2.6,0
"I.1.100","I.1.100.2.7",2.7,NA
"I.1.100","I.1.100.3.1",3.1,NA
"I.1.100","I.1.100.3.2",3.2,0
"I.1.100","I.1.100.3.3",3.3,0
"I.1.100","I.1.100.3.4",3.4,0
"I.1.100","I.1.100.3.5",3.5,0
"I.1.100","I.1.100.3.6",3.6,0
"I.1.100","I.1.100.3.7",3.7,NA
"I.1.100","I.1.100.4.1",4.1,NA
"I.1.100","I.1.100.4.2",4.2,0
"I.1.100","I.1.100.4.3",4.3,0
"I.1.100","I.1.100.4.4",4.4,0
"I.1.100","I.1.100.4.5",4.5,0
"I.1.100","I.1.100.4.6",4.6,0
"I.1.100","I.1.100.4.7",4.7,NA
"I.1.100","I.1.100.5.1",5.1,NA
"I.1.100","I.1.100.5.2",5.2,0
"I.1.100","I.1.100.5.3",5.3,0
"I.1.100","I.1.100.5.4",5.4,0
"I.1.100","I.1.100.5.5",5.5,0
"I.1.100","I.1.100.5.6",5.6,0
"I.1.100","I.1.100.5.7",5.7,NA
"I.1.100","I.1.100.6.1",6.1,NA
"I.1.100","I.1.100.6.2",6.2,0
"I.1.100","I.1.100.6.3",6.3,0
"I.1.100","I.1.100.6.4",6.4,0
"I.1.100","I.1.100.6.5",6.5,0
"I.1.100","I.1.100.6.6",6.6,0
"I.1.100","I.1.100.6.7",6.7,NA
"I.1.100","I.1.100.7.1",7.1,NA
"I.1.100","I.1.100.7.2",7.2,NA
"I.1.100","I.1.100.7.3",7.3,NA
"I.1.100","I.1.100.7.4",7.4,NA
"I.1.100","I.1.100.7.5",7.5,NA
"I.1.100","I.1.100.7.6",7.6,NA
"I.1.100","I.1.100.7.7",7.7,NA
"I.1.101","I.1.101.1.1",1.1,NA
"I.1.101","I.1.101.1.2",1.2,NA
"I.1.101","I.1.101.1.3",1.3,NA
"I.1.101","I.1.101.1.4",1.4,NA
"I.1.101","I.1.101.1.5",1.5,NA
"I.1.101","I.1.101.1.6",1.6,NA
"I.1.101","I.1.101.1.7",1.7,NA
"I.1.101","I.1.101.2.1",2.1,NA
"I.1.101","I.1.101.2.2",2.2,0
"I.1.101","I.1.101.2.3",2.3,0
"I.1.101","I.1.101.2.4",2.4,0
"I.1.101","I.1.101.2.5",2.5,0
"I.1.101","I.1.101.2.6",2.6,0
"I.1.101","I.1.101.2.7",2.7,NA
"I.1.101","I.1.101.3.1",3.1,NA
"I.1.101","I.1.101.3.2",3.2,0
"I.1.101","I.1.101.3.3",3.3,0
"I.1.101","I.1.101.3.4",3.4,0
"I.1.101","I.1.101.3.5",3.5,0
"I.1.101","I.1.101.3.6",3.6,0
"I.1.101","I.1.101.3.7",3.7,NA
"I.1.101","I.1.101.4.1",4.1,NA
"I.1.101","I.1.101.4.2",4.2,0
"I.1.101","I.1.101.4.3",4.3,0
"I.1.101","I.1.101.4.4",4.4,0
"I.1.101","I.1.101.4.5",4.5,0
"I.1.101","I.1.101.4.6",4.6,0
"I.1.101","I.1.101.4.7",4.7,NA
"I.1.101","I.1.101.5.1",5.1,NA
"I.1.101","I.1.101.5.2",5.2,0
"I.1.101","I.1.101.5.3",5.3,0
"I.1.101","I.1.101.5.4",5.4,0
"I.1.101","I.1.101.5.5",5.5,0
"I.1.101","I.1.101.5.6",5.6,0
"I.1.101","I.1.101.5.7",5.7,NA
"I.1.101","I.1.101.6.1",6.1,NA
"I.1.101","I.1.101.6.2",6.2,0
"I.1.101","I.1.101.6.3",6.3,0
"I.1.101","I.1.101.6.4",6.4,0
"I.1.101","I.1.101.6.5",6.5,0
"I.1.101","I.1.101.6.6",6.6,0
"I.1.101","I.1.101.6.7",6.7,NA
"I.1.101","I.1.101.7.1",7.1,NA
"I.1.101","I.1.101.7.2",7.2,NA
"I.1.101","I.1.101.7.3",7.3,NA
"I.1.101","I.1.101.7.4",7.4,NA
"I.1.101","I.1.101.7.5",7.5,NA
"I.1.101","I.1.101.7.6",7.6,NA
"I.1.101","I.1.101.7.7",7.7,NA
"I.1.102","I.1.102.1.1",1.1,NA
"I.1.102","I.1.102.1.2",1.2,NA
"I.1.102","I.1.102.1.3",1.3,NA
"I.1.102","I.1.102.1.4",1.4,NA
"I.1.102","I.1.102.1.5",1.5,NA
"I.1.102","I.1.102.1.6",1.6,NA
"I.1.102","I.1.102.1.7",1.7,NA
"I.1.102","I.1.102.2.1",2.1,NA
"I.1.102","I.1.102.2.2",2.2,0
"I.1.102","I.1.102.2.3",2.3,0
"I.1.102","I.1.102.2.4",2.4,0
"I.1.102","I.1.102.2.5",2.5,0
"I.1.102","I.1.102.2.6",2.6,0
"I.1.102","I.1.102.2.7",2.7,NA
"I.1.102","I.1.102.3.1",3.1,NA
"I.1.102","I.1.102.3.2",3.2,0
"I.1.102","I.1.102.3.3",3.3,0
"I.1.102","I.1.102.3.4",3.4,0
"I.1.102","I.1.102.3.5",3.5,0
"I.1.102","I.1.102.3.6",3.6,0
"I.1.102","I.1.102.3.7",3.7,NA
"I.1.102","I.1.102.4.1",4.1,NA
"I.1.102","I.1.102.4.2",4.2,0
"I.1.102","I.1.102.4.3",4.3,0
"I.1.102","I.1.102.4.4",4.4,0
"I.1.102","I.1.102.4.5",4.5,0
"I.1.102","I.1.102.4.6",4.6,0
"I.1.102","I.1.102.4.7",4.7,NA
"I.1.102","I.1.102.5.1",5.1,NA
"I.1.102","I.1.102.5.2",5.2,0
"I.1.102","I.1.102.5.3",5.3,0
"I.1.102","I.1.102.5.4",5.4,0
"I.1.102","I.1.102.5.5",5.5,0
"I.1.102","I.1.102.5.6",5.6,0
"I.1.102","I.1.102.5.7",5.7,NA
"I.1.102","I.1.102.6.1",6.1,NA
"I.1.102","I.1.102.6.2",6.2,0
"I.1.102","I.1.102.6.3",6.3,0
"I.1.102","I.1.102.6.4",6.4,0
"I.1.102","I.1.102.6.5",6.5,0
"I.1.102","I.1.102.6.6",6.6,0
"I.1.102","I.1.102.6.7",6.7,NA
"I.1.102","I.1.102.7.1",7.1,NA
"I.1.102","I.1.102.7.2",7.2,NA
"I.1.102","I.1.102.7.3",7.3,NA
"I.1.102","I.1.102.7.4",7.4,NA
"I.1.102","I.1.102.7.5",7.5,NA
"I.1.102","I.1.102.7.6",7.6,NA
"I.1.102","I.1.102.7.7",7.7,NA
"I.1.11","I.1.11.1.1",1.1,NA
"I.1.11","I.1.11.1.2",1.2,NA
"I.1.11","I.1.11.1.3",1.3,NA
"I.1.11","I.1.11.1.4",1.4,NA
"I.1.11","I.1.11.1.5",1.5,NA
"I.1.11","I.1.11.1.6",1.6,NA
"I.1.11","I.1.11.1.7",1.7,NA
"I.1.11","I.1.11.2.1",2.1,NA
"I.1.11","I.1.11.2.2",2.2,0
"I.1.11","I.1.11.2.3",2.3,0
"I.1.11","I.1.11.2.4",2.4,0
"I.1.11","I.1.11.2.5",2.5,0
"I.1.11","I.1.11.2.6",2.6,0
"I.1.11","I.1.11.2.7",2.7,NA
"I.1.11","I.1.11.3.1",3.1,NA
"I.1.11","I.1.11.3.2",3.2,0
"I.1.11","I.1.11.3.3",3.3,0
"I.1.11","I.1.11.3.4",3.4,0
"I.1.11","I.1.11.3.5",3.5,0
"I.1.11","I.1.11.3.6",3.6,0
"I.1.11","I.1.11.3.7",3.7,NA
"I.1.11","I.1.11.4.1",4.1,NA
"I.1.11","I.1.11.4.2",4.2,0
"I.1.11","I.1.11.4.3",4.3,0
"I.1.11","I.1.11.4.4",4.4,0
"I.1.11","I.1.11.4.5",4.5,0
"I.1.11","I.1.11.4.6",4.6,0
"I.1.11","I.1.11.4.7",4.7,NA
"I.1.11","I.1.11.5.1",5.1,NA
"I.1.11","I.1.11.5.2",5.2,0
"I.1.11","I.1.11.5.3",5.3,0
"I.1.11","I.1.11.5.4",5.4,0
"I.1.11","I.1.11.5.5",5.5,0
"I.1.11","I.1.11.5.6",5.6,0
"I.1.11","I.1.11.5.7",5.7,NA
"I.1.11","I.1.11.6.1",6.1,NA
"I.1.11","I.1.11.6.2",6.2,0
"I.1.11","I.1.11.6.3",6.3,0
"I.1.11","I.1.11.6.4",6.4,0
"I.1.11","I.1.11.6.5",6.5,0
"I.1.11","I.1.11.6.6",6.6,0
"I.1.11","I.1.11.6.7",6.7,NA
"I.1.11","I.1.11.7.1",7.1,NA
"I.1.11","I.1.11.7.2",7.2,NA
"I.1.11","I.1.11.7.3",7.3,NA
"I.1.11","I.1.11.7.4",7.4,NA
"I.1.11","I.1.11.7.5",7.5,NA
"I.1.11","I.1.11.7.6",7.6,NA
"I.1.11","I.1.11.7.7",7.7,NA
"I.1.12","I.1.12.1.1",1.1,NA
"I.1.12","I.1.12.1.2",1.2,NA
"I.1.12","I.1.12.1.3",1.3,NA
"I.1.12","I.1.12.1.4",1.4,NA
"I.1.12","I.1.12.1.5",1.5,NA
"I.1.12","I.1.12.1.6",1.6,NA
"I.1.12","I.1.12.1.7",1.7,NA
"I.1.12","I.1.12.2.1",2.1,NA
"I.1.12","I.1.12.2.2",2.2,0
"I.1.12","I.1.12.2.3",2.3,0
"I.1.12","I.1.12.2.4",2.4,0
"I.1.12","I.1.12.2.5",2.5,0
"I.1.12","I.1.12.2.6",2.6,0
"I.1.12","I.1.12.2.7",2.7,NA
"I.1.12","I.1.12.3.1",3.1,NA
"I.1.12","I.1.12.3.2",3.2,0
"I.1.12","I.1.12.3.3",3.3,0
"I.1.12","I.1.12.3.4",3.4,0
"I.1.12","I.1.12.3.5",3.5,0
"I.1.12","I.1.12.3.6",3.6,0
"I.1.12","I.1.12.3.7",3.7,NA
"I.1.12","I.1.12.4.1",4.1,NA
"I.1.12","I.1.12.4.2",4.2,0
"I.1.12","I.1.12.4.3",4.3,0
"I.1.12","I.1.12.4.4",4.4,0
"I.1.12","I.1.12.4.5",4.5,0
"I.1.12","I.1.12.4.6",4.6,0
"I.1.12","I.1.12.4.7",4.7,NA
"I.1.12","I.1.12.5.1",5.1,NA
"I.1.12","I.1.12.5.2",5.2,0
"I.1.12","I.1.12.5.3",5.3,0
"I.1.12","I.1.12.5.4",5.4,0
"I.1.12","I.1.12.5.5",5.5,0
"I.1.12","I.1.12.5.6",5.6,0
"I.1.12","I.1.12.5.7",5.7,NA
"I.1.12","I.1.12.6.1",6.1,NA
"I.1.12","I.1.12.6.2",6.2,0
"I.1.12","I.1.12.6.3",6.3,0
"I.1.12","I.1.12.6.4",6.4,0
"I.1.12","I.1.12.6.5",6.5,0
"I.1.12","I.1.12.6.6",6.6,0
"I.1.12","I.1.12.6.7",6.7,NA
"I.1.12","I.1.12.7.1",7.1,NA
"I.1.12","I.1.12.7.2",7.2,NA
"I.1.12","I.1.12.7.3",7.3,NA
"I.1.12","I.1.12.7.4",7.4,NA
"I.1.12","I.1.12.7.5",7.5,NA
"I.1.12","I.1.12.7.6",7.6,NA
"I.1.12","I.1.12.7.7",7.7,NA
"I.1.13","I.1.13.1.1",1.1,NA
"I.1.13","I.1.13.1.2",1.2,NA
"I.1.13","I.1.13.1.3",1.3,NA
"I.1.13","I.1.13.1.4",1.4,NA
"I.1.13","I.1.13.1.5",1.5,NA
"I.1.13","I.1.13.1.6",1.6,NA
"I.1.13","I.1.13.1.7",1.7,NA
"I.1.13","I.1.13.2.1",2.1,NA
"I.1.13","I.1.13.2.2",2.2,0
"I.1.13","I.1.13.2.3",2.3,0
"I.1.13","I.1.13.2.4",2.4,0
"I.1.13","I.1.13.2.5",2.5,0
"I.1.13","I.1.13.2.6",2.6,0
"I.1.13","I.1.13.2.7",2.7,NA
"I.1.13","I.1.13.3.1",3.1,NA
"I.1.13","I.1.13.3.2",3.2,0
"I.1.13","I.1.13.3.3",3.3,0
"I.1.13","I.1.13.3.4",3.4,0
"I.1.13","I.1.13.3.5",3.5,0
"I.1.13","I.1.13.3.6",3.6,0
"I.1.13","I.1.13.3.7",3.7,NA
"I.1.13","I.1.13.4.1",4.1,NA
"I.1.13","I.1.13.4.2",4.2,0
"I.1.13","I.1.13.4.3",4.3,0
"I.1.13","I.1.13.4.4",4.4,0
"I.1.13","I.1.13.4.5",4.5,0
"I.1.13","I.1.13.4.6",4.6,0
"I.1.13","I.1.13.4.7",4.7,NA
"I.1.13","I.1.13.5.1",5.1,NA
"I.1.13","I.1.13.5.2",5.2,0
"I.1.13","I.1.13.5.3",5.3,0
"I.1.13","I.1.13.5.4",5.4,0
"I.1.13","I.1.13.5.5",5.5,0
"I.1.13","I.1.13.5.6",5.6,0
"I.1.13","I.1.13.5.7",5.7,NA
"I.1.13","I.1.13.6.1",6.1,NA
"I.1.13","I.1.13.6.2",6.2,0
"I.1.13","I.1.13.6.3",6.3,0
"I.1.13","I.1.13.6.4",6.4,0
"I.1.13","I.1.13.6.5",6.5,0
"I.1.13","I.1.13.6.6",6.6,0
"I.1.13","I.1.13.6.7",6.7,NA
"I.1.13","I.1.13.7.1",7.1,NA
"I.1.13","I.1.13.7.2",7.2,NA
"I.1.13","I.1.13.7.3",7.3,NA
"I.1.13","I.1.13.7.4",7.4,NA
"I.1.13","I.1.13.7.5",7.5,NA
"I.1.13","I.1.13.7.6",7.6,NA
"I.1.13","I.1.13.7.7",7.7,NA
"I.1.14","I.1.14.1.1",1.1,NA
"I.1.14","I.1.14.1.2",1.2,NA
"I.1.14","I.1.14.1.3",1.3,NA
"I.1.14","I.1.14.1.4",1.4,NA
"I.1.14","I.1.14.1.5",1.5,NA
"I.1.14","I.1.14.1.6",1.6,NA
"I.1.14","I.1.14.1.7",1.7,NA
"I.1.14","I.1.14.2.1",2.1,NA
"I.1.14","I.1.14.2.2",2.2,0
"I.1.14","I.1.14.2.3",2.3,0
"I.1.14","I.1.14.2.4",2.4,0
"I.1.14","I.1.14.2.5",2.5,0
"I.1.14","I.1.14.2.6",2.6,0
"I.1.14","I.1.14.2.7",2.7,NA
"I.1.14","I.1.14.3.1",3.1,NA
"I.1.14","I.1.14.3.2",3.2,0
"I.1.14","I.1.14.3.3",3.3,0
"I.1.14","I.1.14.3.4",3.4,0
"I.1.14","I.1.14.3.5",3.5,0
"I.1.14","I.1.14.3.6",3.6,0
"I.1.14","I.1.14.3.7",3.7,NA
"I.1.14","I.1.14.4.1",4.1,NA
"I.1.14","I.1.14.4.2",4.2,0
"I.1.14","I.1.14.4.3",4.3,0
"I.1.14","I.1.14.4.4",4.4,0
"I.1.14","I.1.14.4.5",4.5,0
"I.1.14","I.1.14.4.6",4.6,0
"I.1.14","I.1.14.4.7",4.7,NA
"I.1.14","I.1.14.5.1",5.1,NA
"I.1.14","I.1.14.5.2",5.2,0
"I.1.14","I.1.14.5.3",5.3,0
"I.1.14","I.1.14.5.4",5.4,0
"I.1.14","I.1.14.5.5",5.5,0
"I.1.14","I.1.14.5.6",5.6,0
"I.1.14","I.1.14.5.7",5.7,NA
"I.1.14","I.1.14.6.1",6.1,NA
"I.1.14","I.1.14.6.2",6.2,0
"I.1.14","I.1.14.6.3",6.3,0
"I.1.14","I.1.14.6.4",6.4,0
"I.1.14","I.1.14.6.5",6.5,0
"I.1.14","I.1.14.6.6",6.6,0
"I.1.14","I.1.14.6.7",6.7,NA
"I.1.14","I.1.14.7.1",7.1,NA
"I.1.14","I.1.14.7.2",7.2,NA
"I.1.14","I.1.14.7.3",7.3,NA
"I.1.14","I.1.14.7.4",7.4,NA
"I.1.14","I.1.14.7.5",7.5,NA
"I.1.14","I.1.14.7.6",7.6,NA
"I.1.14","I.1.14.7.7",7.7,NA
"I.1.15","I.1.15.1.1",1.1,NA
"I.1.15","I.1.15.1.2",1.2,NA
"I.1.15","I.1.15.1.3",1.3,NA
"I.1.15","I.1.15.1.4",1.4,NA
"I.1.15","I.1.15.1.5",1.5,NA
"I.1.15","I.1.15.1.6",1.6,NA
"I.1.15","I.1.15.1.7",1.7,NA
"I.1.15","I.1.15.2.1",2.1,NA
"I.1.15","I.1.15.2.2",2.2,0
"I.1.15","I.1.15.2.3",2.3,0
"I.1.15","I.1.15.2.4",2.4,0
"I.1.15","I.1.15.2.5",2.5,0
"I.1.15","I.1.15.2.6",2.6,0
"I.1.15","I.1.15.2.7",2.7,NA
"I.1.15","I.1.15.3.1",3.1,NA
"I.1.15","I.1.15.3.2",3.2,0
"I.1.15","I.1.15.3.3",3.3,0
"I.1.15","I.1.15.3.4",3.4,0
"I.1.15","I.1.15.3.5",3.5,0
"I.1.15","I.1.15.3.6",3.6,0
"I.1.15","I.1.15.3.7",3.7,NA
"I.1.15","I.1.15.4.1",4.1,NA
"I.1.15","I.1.15.4.2",4.2,0
"I.1.15","I.1.15.4.3",4.3,0
"I.1.15","I.1.15.4.4",4.4,0
"I.1.15","I.1.15.4.5",4.5,0
"I.1.15","I.1.15.4.6",4.6,0
"I.1.15","I.1.15.4.7",4.7,NA
"I.1.15","I.1.15.5.1",5.1,NA
"I.1.15","I.1.15.5.2",5.2,0
"I.1.15","I.1.15.5.3",5.3,0
"I.1.15","I.1.15.5.4",5.4,0
"I.1.15","I.1.15.5.5",5.5,0
"I.1.15","I.1.15.5.6",5.6,0
"I.1.15","I.1.15.5.7",5.7,NA
"I.1.15","I.1.15.6.1",6.1,NA
"I.1.15","I.1.15.6.2",6.2,0
"I.1.15","I.1.15.6.3",6.3,0
"I.1.15","I.1.15.6.4",6.4,0
"I.1.15","I.1.15.6.5",6.5,0
"I.1.15","I.1.15.6.6",6.6,0
"I.1.15","I.1.15.6.7",6.7,NA
"I.1.15","I.1.15.7.1",7.1,NA
"I.1.15","I.1.15.7.2",7.2,NA
"I.1.15","I.1.15.7.3",7.3,NA
"I.1.15","I.1.15.7.4",7.4,NA
"I.1.15","I.1.15.7.5",7.5,NA
"I.1.15","I.1.15.7.6",7.6,NA
"I.1.15","I.1.15.7.7",7.7,NA
"I.1.16","I.1.16.1.1",1.1,NA
"I.1.16","I.1.16.1.2",1.2,NA
"I.1.16","I.1.16.1.3",1.3,NA
"I.1.16","I.1.16.1.4",1.4,NA
"I.1.16","I.1.16.1.5",1.5,NA
"I.1.16","I.1.16.1.6",1.6,NA
"I.1.16","I.1.16.1.7",1.7,NA
"I.1.16","I.1.16.2.1",2.1,NA
"I.1.16","I.1.16.2.2",2.2,0
"I.1.16","I.1.16.2.3",2.3,0
"I.1.16","I.1.16.2.4",2.4,0
"I.1.16","I.1.16.2.5",2.5,0
"I.1.16","I.1.16.2.6",2.6,0
"I.1.16","I.1.16.2.7",2.7,NA
"I.1.16","I.1.16.3.1",3.1,NA
"I.1.16","I.1.16.3.2",3.2,0
"I.1.16","I.1.16.3.3",3.3,0
"I.1.16","I.1.16.3.4",3.4,0
"I.1.16","I.1.16.3.5",3.5,0
"I.1.16","I.1.16.3.6",3.6,0
"I.1.16","I.1.16.3.7",3.7,NA
"I.1.16","I.1.16.4.1",4.1,NA
"I.1.16","I.1.16.4.2",4.2,0
"I.1.16","I.1.16.4.3",4.3,0
"I.1.16","I.1.16.4.4",4.4,0
"I.1.16","I.1.16.4.5",4.5,0
"I.1.16","I.1.16.4.6",4.6,0
"I.1.16","I.1.16.4.7",4.7,NA
"I.1.16","I.1.16.5.1",5.1,NA
"I.1.16","I.1.16.5.2",5.2,0
"I.1.16","I.1.16.5.3",5.3,0
"I.1.16","I.1.16.5.4",5.4,0
"I.1.16","I.1.16.5.5",5.5,0
"I.1.16","I.1.16.5.6",5.6,0
"I.1.16","I.1.16.5.7",5.7,NA
"I.1.16","I.1.16.6.1",6.1,NA
"I.1.16","I.1.16.6.2",6.2,0
"I.1.16","I.1.16.6.3",6.3,0
"I.1.16","I.1.16.6.4",6.4,0
"I.1.16","I.1.16.6.5",6.5,0
"I.1.16","I.1.16.6.6",6.6,0
"I.1.16","I.1.16.6.7",6.7,NA
"I.1.16","I.1.16.7.1",7.1,NA
"I.1.16","I.1.16.7.2",7.2,NA
"I.1.16","I.1.16.7.3",7.3,NA
"I.1.16","I.1.16.7.4",7.4,NA
"I.1.16","I.1.16.7.5",7.5,NA
"I.1.16","I.1.16.7.6",7.6,NA
"I.1.16","I.1.16.7.7",7.7,NA
"I.1.17","I.1.17.1.1",1.1,NA
"I.1.17","I.1.17.1.2",1.2,NA
"I.1.17","I.1.17.1.3",1.3,NA
"I.1.17","I.1.17.1.4",1.4,NA
"I.1.17","I.1.17.1.5",1.5,NA
"I.1.17","I.1.17.1.6",1.6,NA
"I.1.17","I.1.17.1.7",1.7,NA
"I.1.17","I.1.17.2.1",2.1,NA
"I.1.17","I.1.17.2.2",2.2,0
"I.1.17","I.1.17.2.3",2.3,0
"I.1.17","I.1.17.2.4",2.4,0
"I.1.17","I.1.17.2.5",2.5,0
"I.1.17","I.1.17.2.6",2.6,0
"I.1.17","I.1.17.2.7",2.7,NA
"I.1.17","I.1.17.3.1",3.1,NA
"I.1.17","I.1.17.3.2",3.2,0
"I.1.17","I.1.17.3.3",3.3,0
"I.1.17","I.1.17.3.4",3.4,0
"I.1.17","I.1.17.3.5",3.5,0
"I.1.17","I.1.17.3.6",3.6,0
"I.1.17","I.1.17.3.7",3.7,NA
"I.1.17","I.1.17.4.1",4.1,NA
"I.1.17","I.1.17.4.2",4.2,0
"I.1.17","I.1.17.4.3",4.3,0
"I.1.17","I.1.17.4.4",4.4,0
"I.1.17","I.1.17.4.5",4.5,0
"I.1.17","I.1.17.4.6",4.6,0
"I.1.17","I.1.17.4.7",4.7,NA
"I.1.17","I.1.17.5.1",5.1,NA
"I.1.17","I.1.17.5.2",5.2,0
"I.1.17","I.1.17.5.3",5.3,0
"I.1.17","I.1.17.5.4",5.4,0
"I.1.17","I.1.17.5.5",5.5,0
"I.1.17","I.1.17.5.6",5.6,0
"I.1.17","I.1.17.5.7",5.7,NA
"I.1.17","I.1.17.6.1",6.1,NA
"I.1.17","I.1.17.6.2",6.2,0
"I.1.17","I.1.17.6.3",6.3,0
"I.1.17","I.1.17.6.4",6.4,0
"I.1.17","I.1.17.6.5",6.5,0
"I.1.17","I.1.17.6.6",6.6,0
"I.1.17","I.1.17.6.7",6.7,NA
"I.1.17","I.1.17.7.1",7.1,NA
"I.1.17","I.1.17.7.2",7.2,NA
"I.1.17","I.1.17.7.3",7.3,NA
"I.1.17","I.1.17.7.4",7.4,NA
"I.1.17","I.1.17.7.5",7.5,NA
"I.1.17","I.1.17.7.6",7.6,NA
"I.1.17","I.1.17.7.7",7.7,NA
"I.1.18","I.1.18.1.1",1.1,NA
"I.1.18","I.1.18.1.2",1.2,NA
"I.1.18","I.1.18.1.3",1.3,NA
"I.1.18","I.1.18.1.4",1.4,NA
"I.1.18","I.1.18.1.5",1.5,NA
"I.1.18","I.1.18.1.6",1.6,NA
