"plot_cn","tree_cn","tree","beetles_neigh"
"I.3.245","I.3.245.3.5",3.5,0
"I.3.245","I.3.245.3.6",3.6,0
"I.3.245","I.3.245.3.7",3.7,NA
"I.3.245","I.3.245.4.1",4.1,NA
"I.3.245","I.3.245.4.2",4.2,0
"I.3.245","I.3.245.4.3",4.3,0
"I.3.245","I.3.245.4.4",4.4,0
"I.3.245","I.3.245.4.5",4.5,0
"I.3.245","I.3.245.4.6",4.6,0
"I.3.245","I.3.245.4.7",4.7,NA
"I.3.245","I.3.245.5.1",5.1,NA
"I.3.245","I.3.245.5.2",5.2,0
"I.3.245","I.3.245.5.3",5.3,0
"I.3.245","I.3.245.5.4",5.4,0
"I.3.245","I.3.245.5.5",5.5,0
"I.3.245","I.3.245.5.6",5.6,0
"I.3.245","I.3.245.5.7",5.7,NA
"I.3.245","I.3.245.6.1",6.1,NA
"I.3.245","I.3.245.6.2",6.2,0
"I.3.245","I.3.245.6.3",6.3,0
"I.3.245","I.3.245.6.4",6.4,0
"I.3.245","I.3.245.6.5",6.5,0
"I.3.245","I.3.245.6.6",6.6,0
"I.3.245","I.3.245.6.7",6.7,NA
"I.3.245","I.3.245.7.1",7.1,NA
"I.3.245","I.3.245.7.2",7.2,NA
"I.3.245","I.3.245.7.3",7.3,NA
"I.3.245","I.3.245.7.4",7.4,NA
"I.3.245","I.3.245.7.5",7.5,NA
"I.3.245","I.3.245.7.6",7.6,NA
"I.3.245","I.3.245.7.7",7.7,NA
"I.3.246","I.3.246.1.1",1.1,NA
"I.3.246","I.3.246.1.2",1.2,NA
"I.3.246","I.3.246.1.3",1.3,NA
"I.3.246","I.3.246.1.4",1.4,NA
"I.3.246","I.3.246.1.5",1.5,NA
"I.3.246","I.3.246.1.6",1.6,NA
"I.3.246","I.3.246.1.7",1.7,NA
"I.3.246","I.3.246.2.1",2.1,NA
"I.3.246","I.3.246.2.2",2.2,0
"I.3.246","I.3.246.2.3",2.3,0
"I.3.246","I.3.246.2.4",2.4,0
"I.3.246","I.3.246.2.5",2.5,0
"I.3.246","I.3.246.2.6",2.6,0
"I.3.246","I.3.246.2.7",2.7,NA
"I.3.246","I.3.246.3.1",3.1,NA
"I.3.246","I.3.246.3.2",3.2,0
"I.3.246","I.3.246.3.3",3.3,0
"I.3.246","I.3.246.3.4",3.4,0
"I.3.246","I.3.246.3.5",3.5,0
"I.3.246","I.3.246.3.6",3.6,0
"I.3.246","I.3.246.3.7",3.7,NA
"I.3.246","I.3.246.4.1",4.1,NA
"I.3.246","I.3.246.4.2",4.2,0
"I.3.246","I.3.246.4.3",4.3,0
"I.3.246","I.3.246.4.4",4.4,0
"I.3.246","I.3.246.4.5",4.5,0
"I.3.246","I.3.246.4.6",4.6,0
"I.3.246","I.3.246.4.7",4.7,NA
"I.3.246","I.3.246.5.1",5.1,NA
"I.3.246","I.3.246.5.2",5.2,0
"I.3.246","I.3.246.5.3",5.3,0
"I.3.246","I.3.246.5.4",5.4,0
"I.3.246","I.3.246.5.5",5.5,0
"I.3.246","I.3.246.5.6",5.6,0
"I.3.246","I.3.246.5.7",5.7,NA
"I.3.246","I.3.246.6.1",6.1,NA
"I.3.246","I.3.246.6.2",6.2,0
"I.3.246","I.3.246.6.3",6.3,0
"I.3.246","I.3.246.6.4",6.4,0
"I.3.246","I.3.246.6.5",6.5,0
"I.3.246","I.3.246.6.6",6.6,0
"I.3.246","I.3.246.6.7",6.7,NA
"I.3.246","I.3.246.7.1",7.1,NA
"I.3.246","I.3.246.7.2",7.2,NA
"I.3.246","I.3.246.7.3",7.3,NA
"I.3.246","I.3.246.7.4",7.4,NA
"I.3.246","I.3.246.7.5",7.5,NA
"I.3.246","I.3.246.7.6",7.6,NA
"I.3.246","I.3.246.7.7",7.7,NA
"I.3.247","I.3.247.1.1",1.1,NA
"I.3.247","I.3.247.1.2",1.2,NA
"I.3.247","I.3.247.1.3",1.3,NA
"I.3.247","I.3.247.1.4",1.4,NA
"I.3.247","I.3.247.1.5",1.5,NA
"I.3.247","I.3.247.1.6",1.6,NA
"I.3.247","I.3.247.1.7",1.7,NA
"I.3.247","I.3.247.2.1",2.1,NA
"I.3.247","I.3.247.2.2",2.2,0
"I.3.247","I.3.247.2.3",2.3,0
"I.3.247","I.3.247.2.4",2.4,0
"I.3.247","I.3.247.2.5",2.5,0
"I.3.247","I.3.247.2.6",2.6,0
"I.3.247","I.3.247.2.7",2.7,NA
"I.3.247","I.3.247.3.1",3.1,NA
"I.3.247","I.3.247.3.2",3.2,0
"I.3.247","I.3.247.3.3",3.3,0
"I.3.247","I.3.247.3.4",3.4,0
"I.3.247","I.3.247.3.5",3.5,0
"I.3.247","I.3.247.3.6",3.6,0
"I.3.247","I.3.247.3.7",3.7,NA
"I.3.247","I.3.247.4.1",4.1,NA
"I.3.247","I.3.247.4.2",4.2,0
"I.3.247","I.3.247.4.3",4.3,0
"I.3.247","I.3.247.4.4",4.4,0
"I.3.247","I.3.247.4.5",4.5,0
"I.3.247","I.3.247.4.6",4.6,0
"I.3.247","I.3.247.4.7",4.7,NA
"I.3.247","I.3.247.5.1",5.1,NA
"I.3.247","I.3.247.5.2",5.2,0
"I.3.247","I.3.247.5.3",5.3,0
"I.3.247","I.3.247.5.4",5.4,0
"I.3.247","I.3.247.5.5",5.5,0
"I.3.247","I.3.247.5.6",5.6,0
"I.3.247","I.3.247.5.7",5.7,NA
"I.3.247","I.3.247.6.1",6.1,NA
"I.3.247","I.3.247.6.2",6.2,0
"I.3.247","I.3.247.6.3",6.3,0
"I.3.247","I.3.247.6.4",6.4,0
"I.3.247","I.3.247.6.5",6.5,0
"I.3.247","I.3.247.6.6",6.6,0
"I.3.247","I.3.247.6.7",6.7,NA
"I.3.247","I.3.247.7.1",7.1,NA
"I.3.247","I.3.247.7.2",7.2,NA
"I.3.247","I.3.247.7.3",7.3,NA
"I.3.247","I.3.247.7.4",7.4,NA
"I.3.247","I.3.247.7.5",7.5,NA
"I.3.247","I.3.247.7.6",7.6,NA
"I.3.247","I.3.247.7.7",7.7,NA
"I.3.248","I.3.248.1.1",1.1,NA
"I.3.248","I.3.248.1.2",1.2,NA
"I.3.248","I.3.248.1.3",1.3,NA
"I.3.248","I.3.248.1.4",1.4,NA
"I.3.248","I.3.248.1.5",1.5,NA
"I.3.248","I.3.248.1.6",1.6,NA
"I.3.248","I.3.248.1.7",1.7,NA
"I.3.248","I.3.248.2.1",2.1,NA
"I.3.248","I.3.248.2.2",2.2,0
"I.3.248","I.3.248.2.3",2.3,0
"I.3.248","I.3.248.2.4",2.4,0
"I.3.248","I.3.248.2.5",2.5,0
"I.3.248","I.3.248.2.6",2.6,0
"I.3.248","I.3.248.2.7",2.7,NA
"I.3.248","I.3.248.3.1",3.1,NA
"I.3.248","I.3.248.3.2",3.2,0
"I.3.248","I.3.248.3.3",3.3,0
"I.3.248","I.3.248.3.4",3.4,0
"I.3.248","I.3.248.3.5",3.5,0
"I.3.248","I.3.248.3.6",3.6,0
"I.3.248","I.3.248.3.7",3.7,NA
"I.3.248","I.3.248.4.1",4.1,NA
"I.3.248","I.3.248.4.2",4.2,0
"I.3.248","I.3.248.4.3",4.3,0
"I.3.248","I.3.248.4.4",4.4,0
"I.3.248","I.3.248.4.5",4.5,0
"I.3.248","I.3.248.4.6",4.6,0
"I.3.248","I.3.248.4.7",4.7,NA
"I.3.248","I.3.248.5.1",5.1,NA
"I.3.248","I.3.248.5.2",5.2,0
"I.3.248","I.3.248.5.3",5.3,0
"I.3.248","I.3.248.5.4",5.4,0
"I.3.248","I.3.248.5.5",5.5,0
"I.3.248","I.3.248.5.6",5.6,0
"I.3.248","I.3.248.5.7",5.7,NA
"I.3.248","I.3.248.6.1",6.1,NA
"I.3.248","I.3.248.6.2",6.2,0
"I.3.248","I.3.248.6.3",6.3,0
"I.3.248","I.3.248.6.4",6.4,0
"I.3.248","I.3.248.6.5",6.5,0
"I.3.248","I.3.248.6.6",6.6,0
"I.3.248","I.3.248.6.7",6.7,NA
"I.3.248","I.3.248.7.1",7.1,NA
"I.3.248","I.3.248.7.2",7.2,NA
"I.3.248","I.3.248.7.3",7.3,NA
"I.3.248","I.3.248.7.4",7.4,NA
"I.3.248","I.3.248.7.5",7.5,NA
"I.3.248","I.3.248.7.6",7.6,NA
"I.3.248","I.3.248.7.7",7.7,NA
"I.3.249","I.3.249.1.1",1.1,NA
"I.3.249","I.3.249.1.2",1.2,NA
"I.3.249","I.3.249.1.3",1.3,NA
"I.3.249","I.3.249.1.4",1.4,NA
"I.3.249","I.3.249.1.5",1.5,NA
"I.3.249","I.3.249.1.6",1.6,NA
"I.3.249","I.3.249.1.7",1.7,NA
"I.3.249","I.3.249.2.1",2.1,NA
"I.3.249","I.3.249.2.2",2.2,0
"I.3.249","I.3.249.2.3",2.3,0
"I.3.249","I.3.249.2.4",2.4,0
"I.3.249","I.3.249.2.5",2.5,0
"I.3.249","I.3.249.2.6",2.6,0
"I.3.249","I.3.249.2.7",2.7,NA
"I.3.249","I.3.249.3.1",3.1,NA
"I.3.249","I.3.249.3.2",3.2,0
"I.3.249","I.3.249.3.3",3.3,0
"I.3.249","I.3.249.3.4",3.4,0
"I.3.249","I.3.249.3.5",3.5,0
"I.3.249","I.3.249.3.6",3.6,0
"I.3.249","I.3.249.3.7",3.7,NA
"I.3.249","I.3.249.4.1",4.1,NA
"I.3.249","I.3.249.4.2",4.2,0
"I.3.249","I.3.249.4.3",4.3,0
"I.3.249","I.3.249.4.4",4.4,0
"I.3.249","I.3.249.4.5",4.5,0
"I.3.249","I.3.249.4.6",4.6,0
"I.3.249","I.3.249.4.7",4.7,NA
"I.3.249","I.3.249.5.1",5.1,NA
"I.3.249","I.3.249.5.2",5.2,0
"I.3.249","I.3.249.5.3",5.3,0
"I.3.249","I.3.249.5.4",5.4,0
"I.3.249","I.3.249.5.5",5.5,0
"I.3.249","I.3.249.5.6",5.6,0
"I.3.249","I.3.249.5.7",5.7,NA
"I.3.249","I.3.249.6.1",6.1,NA
"I.3.249","I.3.249.6.2",6.2,0
"I.3.249","I.3.249.6.3",6.3,0
"I.3.249","I.3.249.6.4",6.4,0
"I.3.249","I.3.249.6.5",6.5,0
"I.3.249","I.3.249.6.6",6.6,0
"I.3.249","I.3.249.6.7",6.7,NA
"I.3.249","I.3.249.7.1",7.1,NA
"I.3.249","I.3.249.7.2",7.2,NA
"I.3.249","I.3.249.7.3",7.3,NA
"I.3.249","I.3.249.7.4",7.4,NA
"I.3.249","I.3.249.7.5",7.5,NA
"I.3.249","I.3.249.7.6",7.6,NA
"I.3.249","I.3.249.7.7",7.7,NA
"I.3.250","I.3.250.1.1",1.1,NA
"I.3.250","I.3.250.1.2",1.2,NA
"I.3.250","I.3.250.1.3",1.3,NA
"I.3.250","I.3.250.1.4",1.4,NA
"I.3.250","I.3.250.1.5",1.5,NA
"I.3.250","I.3.250.1.6",1.6,NA
"I.3.250","I.3.250.1.7",1.7,NA
"I.3.250","I.3.250.2.1",2.1,NA
"I.3.250","I.3.250.2.2",2.2,0
"I.3.250","I.3.250.2.3",2.3,0
"I.3.250","I.3.250.2.4",2.4,0
"I.3.250","I.3.250.2.5",2.5,0
"I.3.250","I.3.250.2.6",2.6,0
"I.3.250","I.3.250.2.7",2.7,NA
"I.3.250","I.3.250.3.1",3.1,NA
"I.3.250","I.3.250.3.2",3.2,0
"I.3.250","I.3.250.3.3",3.3,0
"I.3.250","I.3.250.3.4",3.4,0
"I.3.250","I.3.250.3.5",3.5,0
"I.3.250","I.3.250.3.6",3.6,0
"I.3.250","I.3.250.3.7",3.7,NA
"I.3.250","I.3.250.4.1",4.1,NA
"I.3.250","I.3.250.4.2",4.2,0
"I.3.250","I.3.250.4.3",4.3,0
"I.3.250","I.3.250.4.4",4.4,0
"I.3.250","I.3.250.4.5",4.5,0
"I.3.250","I.3.250.4.6",4.6,0
"I.3.250","I.3.250.4.7",4.7,NA
"I.3.250","I.3.250.5.1",5.1,NA
"I.3.250","I.3.250.5.2",5.2,0
"I.3.250","I.3.250.5.3",5.3,0
"I.3.250","I.3.250.5.4",5.4,0
"I.3.250","I.3.250.5.5",5.5,0
"I.3.250","I.3.250.5.6",5.6,0
"I.3.250","I.3.250.5.7",5.7,NA
"I.3.250","I.3.250.6.1",6.1,NA
"I.3.250","I.3.250.6.2",6.2,0
"I.3.250","I.3.250.6.3",6.3,0
"I.3.250","I.3.250.6.4",6.4,0
"I.3.250","I.3.250.6.5",6.5,0
"I.3.250","I.3.250.6.6",6.6,0
"I.3.250","I.3.250.6.7",6.7,NA
"I.3.250","I.3.250.7.1",7.1,NA
"I.3.250","I.3.250.7.2",7.2,NA
"I.3.250","I.3.250.7.3",7.3,NA
"I.3.250","I.3.250.7.4",7.4,NA
"I.3.250","I.3.250.7.5",7.5,NA
"I.3.250","I.3.250.7.6",7.6,NA
"I.3.250","I.3.250.7.7",7.7,NA
"I.3.251","I.3.251.1.1",1.1,NA
"I.3.251","I.3.251.1.2",1.2,NA
"I.3.251","I.3.251.1.3",1.3,NA
"I.3.251","I.3.251.1.4",1.4,NA
"I.3.251","I.3.251.1.5",1.5,NA
"I.3.251","I.3.251.1.6",1.6,NA
"I.3.251","I.3.251.1.7",1.7,NA
"I.3.251","I.3.251.2.1",2.1,NA
"I.3.251","I.3.251.2.2",2.2,0
"I.3.251","I.3.251.2.3",2.3,0
"I.3.251","I.3.251.2.4",2.4,0
"I.3.251","I.3.251.2.5",2.5,0
"I.3.251","I.3.251.2.6",2.6,0
"I.3.251","I.3.251.2.7",2.7,NA
"I.3.251","I.3.251.3.1",3.1,NA
"I.3.251","I.3.251.3.2",3.2,0
"I.3.251","I.3.251.3.3",3.3,0
"I.3.251","I.3.251.3.4",3.4,0
"I.3.251","I.3.251.3.5",3.5,0
"I.3.251","I.3.251.3.6",3.6,0
"I.3.251","I.3.251.3.7",3.7,NA
"I.3.251","I.3.251.4.1",4.1,NA
"I.3.251","I.3.251.4.2",4.2,0
"I.3.251","I.3.251.4.3",4.3,0
"I.3.251","I.3.251.4.4",4.4,0
"I.3.251","I.3.251.4.5",4.5,0
"I.3.251","I.3.251.4.6",4.6,0
"I.3.251","I.3.251.4.7",4.7,NA
"I.3.251","I.3.251.5.1",5.1,NA
"I.3.251","I.3.251.5.2",5.2,0
"I.3.251","I.3.251.5.3",5.3,0
"I.3.251","I.3.251.5.4",5.4,0
"I.3.251","I.3.251.5.5",5.5,0
"I.3.251","I.3.251.5.6",5.6,0
"I.3.251","I.3.251.5.7",5.7,NA
"I.3.251","I.3.251.6.1",6.1,NA
"I.3.251","I.3.251.6.2",6.2,0
"I.3.251","I.3.251.6.3",6.3,0
"I.3.251","I.3.251.6.4",6.4,0
"I.3.251","I.3.251.6.5",6.5,0
"I.3.251","I.3.251.6.6",6.6,0
"I.3.251","I.3.251.6.7",6.7,NA
"I.3.251","I.3.251.7.1",7.1,NA
"I.3.251","I.3.251.7.2",7.2,NA
"I.3.251","I.3.251.7.3",7.3,NA
"I.3.251","I.3.251.7.4",7.4,NA
"I.3.251","I.3.251.7.5",7.5,NA
"I.3.251","I.3.251.7.6",7.6,NA
"I.3.251","I.3.251.7.7",7.7,NA
"I.3.252","I.3.252.1.1",1.1,NA
"I.3.252","I.3.252.1.2",1.2,NA
"I.3.252","I.3.252.1.3",1.3,NA
"I.3.252","I.3.252.1.4",1.4,NA
"I.3.252","I.3.252.1.5",1.5,NA
"I.3.252","I.3.252.1.6",1.6,NA
"I.3.252","I.3.252.1.7",1.7,NA
"I.3.252","I.3.252.2.1",2.1,NA
"I.3.252","I.3.252.2.2",2.2,0
"I.3.252","I.3.252.2.3",2.3,0
"I.3.252","I.3.252.2.4",2.4,0
"I.3.252","I.3.252.2.5",2.5,0
"I.3.252","I.3.252.2.6",2.6,0
"I.3.252","I.3.252.2.7",2.7,NA
"I.3.252","I.3.252.3.1",3.1,NA
"I.3.252","I.3.252.3.2",3.2,0
"I.3.252","I.3.252.3.3",3.3,0
"I.3.252","I.3.252.3.4",3.4,0
"I.3.252","I.3.252.3.5",3.5,0
"I.3.252","I.3.252.3.6",3.6,0
"I.3.252","I.3.252.3.7",3.7,NA
"I.3.252","I.3.252.4.1",4.1,NA
"I.3.252","I.3.252.4.2",4.2,0
"I.3.252","I.3.252.4.3",4.3,0
"I.3.252","I.3.252.4.4",4.4,0
"I.3.252","I.3.252.4.5",4.5,0
"I.3.252","I.3.252.4.6",4.6,0
"I.3.252","I.3.252.4.7",4.7,NA
"I.3.252","I.3.252.5.1",5.1,NA
"I.3.252","I.3.252.5.2",5.2,0
"I.3.252","I.3.252.5.3",5.3,0
"I.3.252","I.3.252.5.4",5.4,0
"I.3.252","I.3.252.5.5",5.5,0
"I.3.252","I.3.252.5.6",5.6,0
"I.3.252","I.3.252.5.7",5.7,NA
"I.3.252","I.3.252.6.1",6.1,NA
"I.3.252","I.3.252.6.2",6.2,0
"I.3.252","I.3.252.6.3",6.3,0
"I.3.252","I.3.252.6.4",6.4,0
"I.3.252","I.3.252.6.5",6.5,0
"I.3.252","I.3.252.6.6",6.6,0
"I.3.252","I.3.252.6.7",6.7,NA
"I.3.252","I.3.252.7.1",7.1,NA
"I.3.252","I.3.252.7.2",7.2,NA
"I.3.252","I.3.252.7.3",7.3,NA
"I.3.252","I.3.252.7.4",7.4,NA
"I.3.252","I.3.252.7.5",7.5,NA
"I.3.252","I.3.252.7.6",7.6,NA
"I.3.252","I.3.252.7.7",7.7,NA
"I.3.253","I.3.253.1.1",1.1,NA
"I.3.253","I.3.253.1.2",1.2,NA
"I.3.253","I.3.253.1.3",1.3,NA
"I.3.253","I.3.253.1.4",1.4,NA
"I.3.253","I.3.253.1.5",1.5,NA
"I.3.253","I.3.253.1.6",1.6,NA
"I.3.253","I.3.253.1.7",1.7,NA
"I.3.253","I.3.253.2.1",2.1,NA
"I.3.253","I.3.253.2.2",2.2,0
"I.3.253","I.3.253.2.3",2.3,0
"I.3.253","I.3.253.2.4",2.4,0
"I.3.253","I.3.253.2.5",2.5,0
"I.3.253","I.3.253.2.6",2.6,0
"I.3.253","I.3.253.2.7",2.7,NA
"I.3.253","I.3.253.3.1",3.1,NA
"I.3.253","I.3.253.3.2",3.2,0
"I.3.253","I.3.253.3.3",3.3,0
"I.3.253","I.3.253.3.4",3.4,0
"I.3.253","I.3.253.3.5",3.5,0
"I.3.253","I.3.253.3.6",3.6,0
"I.3.253","I.3.253.3.7",3.7,NA
"I.3.253","I.3.253.4.1",4.1,NA
"I.3.253","I.3.253.4.2",4.2,0
"I.3.253","I.3.253.4.3",4.3,0
"I.3.253","I.3.253.4.4",4.4,0
"I.3.253","I.3.253.4.5",4.5,0
"I.3.253","I.3.253.4.6",4.6,0
"I.3.253","I.3.253.4.7",4.7,NA
"I.3.253","I.3.253.5.1",5.1,NA
"I.3.253","I.3.253.5.2",5.2,0
"I.3.253","I.3.253.5.3",5.3,0
"I.3.253","I.3.253.5.4",5.4,0
"I.3.253","I.3.253.5.5",5.5,0
"I.3.253","I.3.253.5.6",5.6,0
"I.3.253","I.3.253.5.7",5.7,NA
"I.3.253","I.3.253.6.1",6.1,NA
"I.3.253","I.3.253.6.2",6.2,0
"I.3.253","I.3.253.6.3",6.3,0
"I.3.253","I.3.253.6.4",6.4,0
"I.3.253","I.3.253.6.5",6.5,0
"I.3.253","I.3.253.6.6",6.6,0
"I.3.253","I.3.253.6.7",6.7,NA
"I.3.253","I.3.253.7.1",7.1,NA
"I.3.253","I.3.253.7.2",7.2,NA
"I.3.253","I.3.253.7.3",7.3,NA
"I.3.253","I.3.253.7.4",7.4,NA
"I.3.253","I.3.253.7.5",7.5,NA
"I.3.253","I.3.253.7.6",7.6,NA
"I.3.253","I.3.253.7.7",7.7,NA
"I.3.254","I.3.254.1.1",1.1,NA
"I.3.254","I.3.254.1.2",1.2,NA
"I.3.254","I.3.254.1.3",1.3,NA
"I.3.254","I.3.254.1.4",1.4,NA
"I.3.254","I.3.254.1.5",1.5,NA
"I.3.254","I.3.254.1.6",1.6,NA
"I.3.254","I.3.254.1.7",1.7,NA
"I.3.254","I.3.254.2.1",2.1,NA
"I.3.254","I.3.254.2.2",2.2,0
"I.3.254","I.3.254.2.3",2.3,0
"I.3.254","I.3.254.2.4",2.4,0
"I.3.254","I.3.254.2.5",2.5,0
"I.3.254","I.3.254.2.6",2.6,0
"I.3.254","I.3.254.2.7",2.7,NA
"I.3.254","I.3.254.3.1",3.1,NA
"I.3.254","I.3.254.3.2",3.2,0
"I.3.254","I.3.254.3.3",3.3,0
"I.3.254","I.3.254.3.4",3.4,0
"I.3.254","I.3.254.3.5",3.5,0
"I.3.254","I.3.254.3.6",3.6,0
"I.3.254","I.3.254.3.7",3.7,NA
"I.3.254","I.3.254.4.1",4.1,NA
"I.3.254","I.3.254.4.2",4.2,0
"I.3.254","I.3.254.4.3",4.3,0
"I.3.254","I.3.254.4.4",4.4,0
"I.3.254","I.3.254.4.5",4.5,0
"I.3.254","I.3.254.4.6",4.6,0
"I.3.254","I.3.254.4.7",4.7,NA
"I.3.254","I.3.254.5.1",5.1,NA
"I.3.254","I.3.254.5.2",5.2,0
"I.3.254","I.3.254.5.3",5.3,0
"I.3.254","I.3.254.5.4",5.4,0
"I.3.254","I.3.254.5.5",5.5,0
"I.3.254","I.3.254.5.6",5.6,0
"I.3.254","I.3.254.5.7",5.7,NA
"I.3.254","I.3.254.6.1",6.1,NA
"I.3.254","I.3.254.6.2",6.2,0
"I.3.254","I.3.254.6.3",6.3,0
"I.3.254","I.3.254.6.4",6.4,0
"I.3.254","I.3.254.6.5",6.5,0
"I.3.254","I.3.254.6.6",6.6,0
"I.3.254","I.3.254.6.7",6.7,NA
"I.3.254","I.3.254.7.1",7.1,NA
"I.3.254","I.3.254.7.2",7.2,NA
"I.3.254","I.3.254.7.3",7.3,NA
"I.3.254","I.3.254.7.4",7.4,NA
"I.3.254","I.3.254.7.5",7.5,NA
"I.3.254","I.3.254.7.6",7.6,NA
"I.3.254","I.3.254.7.7",7.7,NA
"I.3.255","I.3.255.1.1",1.1,NA
"I.3.255","I.3.255.1.2",1.2,NA
"I.3.255","I.3.255.1.3",1.3,NA
"I.3.255","I.3.255.1.4",1.4,NA
"I.3.255","I.3.255.1.5",1.5,NA
"I.3.255","I.3.255.1.6",1.6,NA
"I.3.255","I.3.255.1.7",1.7,NA
"I.3.255","I.3.255.2.1",2.1,NA
"I.3.255","I.3.255.2.2",2.2,0
"I.3.255","I.3.255.2.3",2.3,0
"I.3.255","I.3.255.2.4",2.4,0
"I.3.255","I.3.255.2.5",2.5,0
"I.3.255","I.3.255.2.6",2.6,0
"I.3.255","I.3.255.2.7",2.7,NA
"I.3.255","I.3.255.3.1",3.1,NA
"I.3.255","I.3.255.3.2",3.2,0
"I.3.255","I.3.255.3.3",3.3,0
"I.3.255","I.3.255.3.4",3.4,0
"I.3.255","I.3.255.3.5",3.5,0
"I.3.255","I.3.255.3.6",3.6,0
"I.3.255","I.3.255.3.7",3.7,NA
"I.3.255","I.3.255.4.1",4.1,NA
"I.3.255","I.3.255.4.2",4.2,0
"I.3.255","I.3.255.4.3",4.3,0
"I.3.255","I.3.255.4.4",4.4,0
"I.3.255","I.3.255.4.5",4.5,0
"I.3.255","I.3.255.4.6",4.6,0
"I.3.255","I.3.255.4.7",4.7,NA
"I.3.255","I.3.255.5.1",5.1,NA
"I.3.255","I.3.255.5.2",5.2,0
"I.3.255","I.3.255.5.3",5.3,0
"I.3.255","I.3.255.5.4",5.4,0
"I.3.255","I.3.255.5.5",5.5,0
"I.3.255","I.3.255.5.6",5.6,0
"I.3.255","I.3.255.5.7",5.7,NA
"I.3.255","I.3.255.6.1",6.1,NA
"I.3.255","I.3.255.6.2",6.2,0
"I.3.255","I.3.255.6.3",6.3,0
"I.3.255","I.3.255.6.4",6.4,0
"I.3.255","I.3.255.6.5",6.5,0
"I.3.255","I.3.255.6.6",6.6,0
"I.3.255","I.3.255.6.7",6.7,NA
"I.3.255","I.3.255.7.1",7.1,NA
"I.3.255","I.3.255.7.2",7.2,NA
"I.3.255","I.3.255.7.3",7.3,NA
"I.3.255","I.3.255.7.4",7.4,NA
"I.3.255","I.3.255.7.5",7.5,NA
"I.3.255","I.3.255.7.6",7.6,NA
"I.3.255","I.3.255.7.7",7.7,NA
"I.3.256","I.3.256.1.1",1.1,NA
"I.3.256","I.3.256.1.2",1.2,NA
"I.3.256","I.3.256.1.3",1.3,NA
"I.3.256","I.3.256.1.4",1.4,NA
"I.3.256","I.3.256.1.5",1.5,NA
"I.3.256","I.3.256.1.6",1.6,NA
"I.3.256","I.3.256.1.7",1.7,NA
"I.3.256","I.3.256.2.1",2.1,NA
"I.3.256","I.3.256.2.2",2.2,0
"I.3.256","I.3.256.2.3",2.3,0
"I.3.256","I.3.256.2.4",2.4,0
"I.3.256","I.3.256.2.5",2.5,0
"I.3.256","I.3.256.2.6",2.6,0
"I.3.256","I.3.256.2.7",2.7,NA
"I.3.256","I.3.256.3.1",3.1,NA
"I.3.256","I.3.256.3.2",3.2,0
"I.3.256","I.3.256.3.3",3.3,0
"I.3.256","I.3.256.3.4",3.4,0
"I.3.256","I.3.256.3.5",3.5,0
"I.3.256","I.3.256.3.6",3.6,0
"I.3.256","I.3.256.3.7",3.7,NA
"I.3.256","I.3.256.4.1",4.1,NA
"I.3.256","I.3.256.4.2",4.2,0
"I.3.256","I.3.256.4.3",4.3,0
"I.3.256","I.3.256.4.4",4.4,0
"I.3.256","I.3.256.4.5",4.5,0
"I.3.256","I.3.256.4.6",4.6,0
"I.3.256","I.3.256.4.7",4.7,NA
"I.3.256","I.3.256.5.1",5.1,NA
"I.3.256","I.3.256.5.2",5.2,0
"I.3.256","I.3.256.5.3",5.3,0
"I.3.256","I.3.256.5.4",5.4,0
"I.3.256","I.3.256.5.5",5.5,0
"I.3.256","I.3.256.5.6",5.6,0
"I.3.256","I.3.256.5.7",5.7,NA
"I.3.256","I.3.256.6.1",6.1,NA
"I.3.256","I.3.256.6.2",6.2,0
"I.3.256","I.3.256.6.3",6.3,0
"I.3.256","I.3.256.6.4",6.4,0
"I.3.256","I.3.256.6.5",6.5,0
"I.3.256","I.3.256.6.6",6.6,0
"I.3.256","I.3.256.6.7",6.7,NA
"I.3.256","I.3.256.7.1",7.1,NA
"I.3.256","I.3.256.7.2",7.2,NA
"I.3.256","I.3.256.7.3",7.3,NA
"I.3.256","I.3.256.7.4",7.4,NA
"I.3.256","I.3.256.7.5",7.5,NA
"I.3.256","I.3.256.7.6",7.6,NA
"I.3.256","I.3.256.7.7",7.7,NA
"I.3.257","I.3.257.1.1",1.1,NA
"I.3.257","I.3.257.1.2",1.2,NA
"I.3.257","I.3.257.1.3",1.3,NA
"I.3.257","I.3.257.1.4",1.4,NA
"I.3.257","I.3.257.1.5",1.5,NA
"I.3.257","I.3.257.1.6",1.6,NA
"I.3.257","I.3.257.1.7",1.7,NA
"I.3.257","I.3.257.2.1",2.1,NA
"I.3.257","I.3.257.2.2",2.2,0
"I.3.257","I.3.257.2.3",2.3,0
"I.3.257","I.3.257.2.4",2.4,0
"I.3.257","I.3.257.2.5",2.5,0
"I.3.257","I.3.257.2.6",2.6,0
"I.3.257","I.3.257.2.7",2.7,NA
"I.3.257","I.3.257.3.1",3.1,NA
"I.3.257","I.3.257.3.2",3.2,0
"I.3.257","I.3.257.3.3",3.3,0
"I.3.257","I.3.257.3.4",3.4,0
"I.3.257","I.3.257.3.5",3.5,0
"I.3.257","I.3.257.3.6",3.6,0
"I.3.257","I.3.257.3.7",3.7,NA
"I.3.257","I.3.257.4.1",4.1,NA
"I.3.257","I.3.257.4.2",4.2,0
"I.3.257","I.3.257.4.3",4.3,0
"I.3.257","I.3.257.4.4",4.4,0
