"species","sample_id","term","est","se","lower","upper"
"BEPE","BEPE_301_3","p50",-2.65894170830235,0.0123429629290925,-2.68306206269739,-2.63466341867781
"BEPE","BEPE_301_3","p12",-2.41732614639616,0.028177036493529,-2.46561983414756,-2.35510969886311
"BEPE","BEPE_301_3","p88",-2.90055727020854,0.0222948085084706,-2.95042854324401,-2.86280244820075
"BEPE","BEPE_301_5","Kmax",1.33729975727006,0.0731388738390936,1.19390708780245,1.48046241231642
"BEPE","BEPE_301_5","slope",249.322659131706,52.8549418863846,145.468812050369,353.199197265011
"BEPE","BEPE_301_5","p50",-2.51426024646341,0.0271412365795396,-2.56738484683864,-2.46085500506192
"BEPE","BEPE_301_5","p12",-2.31447594169654,0.0683668674060438,-2.4085114334162,-2.14564165636017
"BEPE","BEPE_301_5","p88",-2.71404455123028,0.0516289164962475,-2.8441318714588,-2.64858971260327
"BEPE","BEPE_379_1","Kmax",1.98870880430435,0.031985949768952,1.92614436785633,2.05116107319461
"BEPE","BEPE_379_1","slope",381.046969740207,37.9002042307081,306.979950872492,455.911512815866
"BEPE","BEPE_379_1","p50",-2.54848986768334,0.00741168187234425,-2.56300155559506,-2.53396215599161
"BEPE","BEPE_379_1","p12",-2.41776909551392,0.0162043930161191,-2.44522846358385,-2.3816693631212
"BEPE","BEPE_379_1","p88",-2.67921063985275,0.0146232630853637,-2.71205338813786,-2.65464520461797
"BEPE","BEPE_379_2","Kmax",4.29136101666753,0.0504459257886092,4.19235876103002,4.38981565697569
"BEPE","BEPE_379_2","slope",215.524068059583,11.0581441391874,193.858284306184,237.296452506242
"BEPE","BEPE_379_2","p50",-2.28046015213455,0.00707508114145189,-2.29435132420794,-2.26664681641591
"BEPE","BEPE_379_2","p12",-2.04934557376883,0.0153537560069538,-2.07755294347959,-2.01724606477021
"BEPE","BEPE_379_2","p88",-2.51157473050027,0.0123000067736136,-2.53758817229515,-2.48930395050054
"BEPE","BEPE_379_3","Kmax",2.43824160414121,0.0230149027263006,2.39328255055301,2.4834360886059
"BEPE","BEPE_379_3","slope",380.976164061121,18.5954243414123,344.532924001967,417.570657431787
"BEPE","BEPE_379_3","p50",-2.32680564016973,0.00375143054174792,-2.33417239063333,-2.31945627575114
"BEPE","BEPE_379_3","p12",-2.19606057311282,0.00799697475549165,-2.21077760346067,-2.17938919038042
"BEPE","BEPE_379_3","p88",-2.45755070722664,0.00687717226041488,-2.47201374306847,-2.44499682044946
"BEPE","BEPE_379_4","Kmax",0.890996472119554,0.0131750892198594,0.865240605025988,0.916966093531382
"BEPE","BEPE_379_4","slope",316.856025623107,27.2106584720217,263.606952363496,370.369051599987
"BEPE","BEPE_379_4","p50",-2.17714584001107,0.00639264399612749,-2.18960349618612,-2.16461027868316
"BEPE","BEPE_379_4","p12",-2.01994272538101,0.0172498813870761,-2.04972510567763,-1.98216554460894
"BEPE","BEPE_379_4","p88",-2.33434895464113,0.0130932634591135,-2.36387271711214,-2.31254517646111
